2	500	-1.18464	501	-1.2737	
2	500	-0.754164	501	-0.0874456	
2	500	-1.58872	501	-0.284565	
2	500	-0.530396	501	-1.11482	
2	500	-0.817399	501	-2.17839	
2	500	-0.258517	501	-1.37709	
2	500	-0.581933	501	-1.3096	
2	500	-0.590367	501	-0.84656	
2	500	-0.793729	501	-1.03288	
2	500	-1.27554	501	-0.965308	
2	500	-0.296509	501	-0.637971	
2	500	-0.752828	501	-1.81	
2	500	-1.46895	501	-0.929849	
2	500	-0.216395	501	-1.44622	
2	500	-0.626277	501	-0.493827	
2	500	-1.45009	501	-2.08317	
2	500	-2.26209	501	-0.0665154	
2	500	-1.26196	501	-0.558522	
2	500	-0.80913	501	-1.48483	
2	500	-0.956484	501	-1.07378	
2	500	-1.67394	501	-0.870846	
2	500	-0.726904	501	-2.20299	
2	500	-0.647311	501	-0.835542	
2	500	-1.05745	501	-0.659721	
2	500	-1.12359	501	-0.17683	
2	500	-0.287397	501	-1.97023	
2	500	-0.797649	501	-0.600242	
2	500	-1.11656	501	-0.878602	
2	500	-0.997169	501	-0.858603	
2	500	-1.32757	501	-0.544868	
2	500	-0.766092	501	-1.46667	
2	500	-1.1685	501	-0.637535	
2	500	-2.26451	501	-1.88451	
2	500	-0.797042	501	-1.13729	
2	500	-1.49663	501	-1.05972	
2	500	-0.95094	501	-1.41642	
2	500	-1.53764	501	-1.93669	
2	500	-0.515904	501	-1.04418	
2	500	-0.889586	501	-1.43356	
2	500	-1.32242	501	-0.958723	
2	500	-2.29984	501	-0.940844	
2	500	-1.11049	501	-1.01768	
2	500	-0.498087	501	-1.38338	
2	500	-0.430396	501	-1.3337	
2	500	-0.71886	501	-1.33252	
2	500	-0.840338	501	-0.444042	
2	500	-1.89374	501	-1.21992	
2	500	-1.63562	501	-1.60244	
2	500	-1.66074	501	-1.10579	
2	500	-1.56296	501	-0.872125	
2	500	0.760894	501	0.712725	
2	500	1.49854	501	1.38919	
2	500	0.962951	501	0.236757	
2	500	1.3969	501	-0.0971867	
2	500	1.1541	501	1.14058	
2	500	0.384676	501	0.885364	
2	500	0.699202	501	0.658019	
2	500	1.30507	501	1.2544	
2	500	1.98328	501	0.241913	
2	500	1.36096	501	1.00052	
2	500	-0.0406562	501	0.620657	
2	500	1.07152	501	0.620051	
2	500	1.28442	501	0.523976	
2	500	1.22517	501	0.619274	
2	500	0.742263	501	0.675489	
2	500	1.14898	501	1.36269	
2	500	0.788275	501	0.576478	
2	500	-0.0644872	501	0.91222	
2	500	0.544197	501	1.28481	
2	500	0.697209	501	2.23129	
2	500	0.774759	501	1.30825	
2	500	1.1315	501	0.642991	
2	500	0.703868	501	2.11402	
2	500	1.06185	501	1.08144	
2	500	1.89911	501	0.972854	
2	500	1.55589	501	1.45039	
2	500	0.977069	501	0.937944	
2	500	0.616487	501	1.50184	
2	500	1.46715	501	1.24608	
2	500	0.917701	501	1.43605	
2	500	0.800781	501	1.39571	
2	500	0.591722	501	0.247961	
2	500	0.748723	501	0.826539	
2	500	0.241993	501	1.35043	
2	500	1.36076	501	0.830926	
2	500	0.501609	501	1.20555	
2	500	1.39534	501	1.81757	
2	500	1.18894	501	0.738653	
2	500	1.68106	501	1.22475	
2	500	0.817773	501	1.48496	
2	500	0.692319	501	1.47679	
2	500	0.953152	501	0.993561	
2	500	1.69318	501	1.71164	
2	500	1.86954	501	0.589955	
2	500	0.341845	501	0.816091	
2	500	0.737342	501	-0.0460218	
2	500	0.999351	501	1.6646	
2	500	1.72326	501	0.896572	
2	500	1.47353	501	1.07769	
2	500	0.819856	501	1.70794	
