1500	1621	15	99	6	56	59	16.5569901445	0.2000464087
1500	1621	13	23	58	2	48	16.5569901445	0.2001039490
1500	1621	90	73	61	86	19	16.5569901445	0.2001647445
1500	1621	55	15	63	32	61	16.5569901445	0.2001728902
1500	1621	78	36	57	4	66	16.5569901445	0.2000555303
1500	1621	67	3	27	74	12	16.5569901445	0.2001029070
1500	1621	77	46	83	70	24	16.5569901445	0.2001790615
1500	1621	75	95	9	86	18	16.5569901445	0.2000646629
1500	1621	48	93	77	78	14	16.5569901445	0.2002191135
1500	1621	51	53	90	75	15	16.5569901445	0.2000380904
1500	3249	15	99	6	57	56	16.4886065694	0.2000689982
1500	3249	13	25	59	3	51	16.4886065694	0.2000813475
1500	3249	90	75	61	87	20	16.4886065694	0.2001510471
1500	3249	55	15	67	33	64	16.4886065694	0.2001902790
1500	3249	78	36	58	4	64	16.4886065694	0.2000610287
1500	3249	67	2	27	72	12	16.4886065694	0.2000780741
1500	3249	77	45	83	71	23	16.4886065694	0.2000377107
1500	3249	75	94	9	82	20	16.4886065694	0.2000835747
1500	3249	48	93	79	80	13	16.4886065694	0.2001860630
1500	3249	51	48	90	76	16	16.4886065694	0.2001567649
1500	4860	15	99	5	54	51	16.5409728207	0.2001400742
1500	4860	13	22	59	2	52	16.5409728207	0.2000435358
1500	4860	90	73	58	87	17	16.5409728207	0.2000415456
1500	4860	55	15	68	35	72	16.5409728207	0.2001316611
1500	4860	78	34	57	3	64	16.5409728207	0.2000326449
1500	4860	67	3	26	72	11	16.5409728207	0.2000781340
1500	4860	77	46	83	69	23	16.5409728207	0.2000833537
1500	4860	75	94	10	78	20	16.5409728207	0.2001923597
1500	4860	48	93	78	79	13	16.5409728207	0.2000767562
1500	4860	51	47	90	75	15	16.5409728207	0.2002695639
1500	6479	15	99	8	58	59	16.5153307284	0.2000592394
1500	6479	13	25	62	2	45	16.5153307284	0.2001619169
1500	6479	90	74	61	85	20	16.5153307284	0.2001860745
1500	6479	55	14	69	33	67	16.5153307284	0.2001107196
1500	6479	78	35	57	4	67	16.5153307284	0.2000503426
1500	6479	67	3	27	74	12	16.5153307284	0.2001905675
1500	6479	77	47	84	71	23	16.5153307284	0.2002448148
1500	6479	75	95	10	79	18	16.5153307284	0.2000454887
1500	6479	48	93	76	75	14	16.5153307284	0.2001300571
